fas_id,course_code,course_title,department,rating,hours_per_week,num_students,semester,num_semesters_offered,rating_category,workload_category,size_category
160364,MCB 100,Experimental Research in the Life Sciences 001,MCB,4.2,5.47,28,2025Spring,5,Good,Moderate,Medium
160366,HISTSCI 1337,Animals in History 001,HISTSCI,4.82,2.76,25,2022Fall,1,Excellent,Light,Medium
160371,HISTSCI 1825,"Open Minds, Wired Worlds: Computers and Cyberculture 001",HISTSCI,4.83,2.83,18,2025Spring,2,Excellent,Light,Medium
160373,GOV 1734,Ethics and War 001,GOV,3.95,4.65,27,2022Fall,1,Satisfactory,Moderate,Medium
160382,HIST 2950B,Approaches to Global History: Seminar 01,HIST,4.17,7.8,10,2023Spring,1,Good,Moderate,Small
160386,HIST 3920B,Colloquium on Teaching and Professional Practices 001,HIST,4.0,1.75,16,2023Spring,1,Good,Light,Medium
160405,GOV 2022,Status and Hierarchy 001,GOV,4.33,4.17,9,2023Fall,1,Good,Moderate,Small
160441,ANTHRO 1826,Medical Anthropology: Advanced Topics 001,ANTHRO,4.59,6.36,46,2025Spring,2,Excellent,Moderate,Medium
160447,APMTH 254,Mathematics of High-Dimensional Information Processing and Learning 001,APMTH,4.67,13.33,14,2024Fall,2,Excellent,Heavy,Small
160448,ENG-SCI 254,Mathematics of High-Dimensional Information Processing and Learning 001,ENG-SCI,4.67,13.33,14,2024Fall,2,Excellent,Heavy,Small
160452,ESE 160,Space Science and Engineering: Theory and Applications 001,ESE,4.25,3.92,17,2023Fall,1,Good,Light,Medium
160454,ENG-SCI 112,Thermodynamics 001,ENG-SCI,4.15,7.92,18,2025Spring,3,Good,Moderate,Medium
160459,OEB 217R,What Makes a Turtle? 01,OEB,4.8,4.2,8,2024Spring,1,Excellent,Moderate,Small
160462,ANTHRO 2705,Semiotic Anthropology 001,ANTHRO,4.6,8.63,16,2023Spring,1,Excellent,Heavy,Medium
160495,CELTIC 105,Magic and Mayhem: The Folklore of Gaelic Ireland 001,CELTIC,4.45,4.26,27,2024Fall,2,Good,Moderate,Medium
160496,HISTSCI 1770,Broken Brains: A Patient-Centered History 001,HISTSCI,4.48,4.58,32,2025Spring,1,Good,Moderate,Medium
160503,HISTSCI 2843,Sources and Methods in the History of Technology 001,HISTSCI,4.83,7.09,16,2024Spring,1,Excellent,Moderate,Medium
160525,COMPLIT 235,Sappho and her Reception in the Ancient World SEM,COMPLIT,4.82,4.3,21,2025Spring,1,Excellent,Moderate,Medium
160534,SOCIOL 92R,Faculty Research Assistant 001,SOCIOL,4.83,4.6,12,2023Spring,1,Excellent,Moderate,Small
160540,RSRA 298B,Master's Thesis Reading and Research 001,RSRA,5.0,4.0,10,2025Spring,2,Excellent,Moderate,Small
160544,RSRA 299B,Master's Thesis Development and Writing 001,RSRA,5.0,6.67,8,2024Spring,1,Excellent,Moderate,Small
160553,ENG-SCI 100HFB,Engineering Design Projects 001,ENG-SCI,3.53,16.5,66,2025Spring,3,Satisfactory,Heavy,Large
160566,GOV 2003,"Quantitative Social Science Methods, II 001",GOV,2.22,8.89,11,2024Fall,3,Below Average,Heavy,Small
160578,CHEM 301HFB,Scientific Teaching and Communications: Practicum 001,CHEM,4.45,8.71,33,2025Spring,3,Good,Heavy,Medium
160579,COMPSCI 2630,Systems Security 001,COMPSCI,4.71,7.93,23,2024Fall,2,Excellent,Moderate,Medium
160580,CHEMBIO 300HFB,Introduction to Chemical Biology Research 001,CHEMBIO,3.83,0.75,16,2023Spring,1,Satisfactory,Light,Medium
160624,COMPSCI 2420,Computing at Scale 001,COMPSCI,3.64,8.66,78,2024Fall,3,Satisfactory,Heavy,Large
160641,BIOSTAT 234,Introduction to Data Structures and Algorithms 001,BIOSTAT,4.0,6.23,25,2024Spring,2,Good,Moderate,Medium
160645,MUSIC BHFB,Graduate Musicianship 001,MUSIC,5.0,1.83,7,2025Spring,1,Excellent,Light,Small
160647,TDM 98,Junior Tutorial 001,TDM,3.5,7.75,5,2024Fall,2,Satisfactory,Moderate,Small
160648,TDM 97,"Sophomore Tutorial: Foundational Concepts in Theater, Dance & Media 001",TDM,5.0,10.67,10,2025Spring,3,Excellent,Heavy,Small
160653,TDM 90DR,Harvard Dance Project 001,TDM,4.6,2.5,8,2023Spring,1,Excellent,Light,Small
160654,TDM 120,What's so Funny?: Introduction to Improvisational Comedy 001,TDM,4.92,1.42,16,2024Fall,3,Excellent,Light,Medium
160656,PSY 1401,Computational Cognitive Neuroscience: Building Models of the Brain 001,PSY,4.0,5.0,22,2024Spring,1,Good,Moderate,Medium
160669,STAT 300HFRB,Research in Statistics 001,STAT,5.0,0,20,2025Spring,3,Excellent,Light,Medium
160674,STAT 303HFB,The Art and Practice of Teaching Statistics 001,STAT,3.5,1.0,8,2024Spring,2,Satisfactory,Light,Small
160677,STAT 314HFRB,Timely Topics in Statistics 001,STAT,5.0,0,12,2023Spring,1,Excellent,Light,Small
160713,FYSEMR 40D,The Transformation of Marketing 01,FYSEMR,4.93,1.64,15,2024Fall,3,Excellent,Light,Medium
160736,STAT 151,Multilevel and Longitudinal Models 01,STAT,4.27,9.47,24,2024Fall,2,Good,Heavy,Medium
160748,EMR 123,Issues in the Study of Native American Religion 001,EMR,4.5,5.25,6,2022Fall,1,Excellent,Moderate,Small
160750,NEURO 130,Visual Recognition: Computational and Biophysical Perspective 001,NEURO,3.93,4.79,16,2023Fall,1,Satisfactory,Moderate,Medium
160752,EMR 121,Native Americans in the 21st Century: Nation Building II 001,EMR,4.5,6.0,9,2024Spring,1,Excellent,Moderate,Small
160759,MBB 980M,Functional Neuroimaging of Psychiatric Disorders: Insights into the Human Brain-Mind 001,MBB,4.64,3.91,15,2025Spring,3,Excellent,Light,Medium
160952,ENGLISH CFMR,Interiority & Experience: Writing Character-Driven Fiction: Workshop 001,ENGLISH,4.91,4.73,13,2023Fall,3,Excellent,Moderate,Small
160953,ENGLISH CAFR,CAFR: Advanced Fiction Workshop: Writing this Present Life 001,ENGLISH,5.0,5.5,14,2024Spring,2,Excellent,Moderate,Small
160957,E-PSCI 160,Space Science and Engineering: Theory and Applications 001,E-PSCI,4.25,3.92,17,2023Fall,1,Good,Light,Medium
160977,HIST 1217,U.S. Foreign Policy in a Global Age 01,HIST,4.35,4.93,25,2023Fall,1,Good,Moderate,Medium
161184,OEB 104,The Mouse in Science and Society 001,OEB,5.0,3.53,24,2024Fall,3,Excellent,Light,Medium
161201,PHYSICS 201,Data Analysis for Physical Sciences 001,PHYSICS,4.75,8.13,14,2023Spring,1,Excellent,Heavy,Small
161207,SCRB 145,"From Cells to Tissues, in Sickness and in Health 001",SCRB,4.84,3.63,26,2024Fall,2,Excellent,Light,Medium
161215,E-PSCI 112,Thermodynamics 001,E-PSCI,4.15,7.92,18,2025Spring,3,Good,Moderate,Medium
161239,FRENCH 106,Crimes of Passion: Balzac’s Short Stories 001,FRENCH,3.75,4.33,15,2023Spring,1,Satisfactory,Moderate,Medium
161249,SPANSH 270,The Warning in its Music: Politics of the Poem in 20th Century Spain 001,SPANSH,4.43,6.86,8,2024Spring,1,Good,Moderate,Small
161259,APMTH 232,"Learning, Estimation, and Control of Dynamical Systems 001",APMTH,4.25,8.75,21,2024Spring,1,Good,Heavy,Medium
161261,FYSEMR 23R,Asteroids and Comets 001,FYSEMR,4.6,2.86,12,2025Spring,1,Excellent,Light,Small
161263,ESE 166,State-of-the-Art Harvard Climate Observatory and Associated Instrumentation 001,ESE,4.5,4.67,8,2025Spring,1,Excellent,Moderate,Small
161267,MBB 980N,Neuroaesthetics 001,MBB,4.5,2.94,17,2023Fall,2,Excellent,Light,Medium
161268,GHHP 70,Humanitarian Response to Conflict and Disasters 001,GHHP,4.69,2.75,14,2025Spring,3,Excellent,Light,Small
161274,ROM-STD 110,"Haiti, Cuba, Martinique: Plotting Resistance in Fiction and Film 001",ROM-STD,4.8,5.4,8,2022Fall,1,Excellent,Moderate,Small
161278,KOREAN 123XB,Intermediate Korean for Advanced Beginners 001,KOREAN,4.75,7.5,10,2025Spring,2,Excellent,Moderate,Small
161280,MED-SCI 316QC,PhD Pathfinder 001,MED-SCI,4.75,0.5,13,2022Fall,1,Excellent,Light,Small
161297,FOLKMYTH 176,Tattoo: Histories and Practices 001,FOLKMYTH,4.6,8.4,7,2024Fall,3,Excellent,Heavy,Small
202992,GENED 1056,Human Nature 001,GENED,4.32,5.84,31,2024Fall,2,Good,Moderate,Medium
202996,HIST 2639,Histories of Modern China: Research Seminar 01,HIST,4.33,8.25,8,2024Fall,1,Good,Heavy,Small
203001,FRSEMR 60C,Comics and Graphic Novels 001,FRSEMR,3.5,5.0,6,2022Fall,1,Satisfactory,Moderate,Small
203014,FYSEMR 70K,"Morality, Leadership, and Gray-Area Decisions 01",FYSEMR,4.69,3.62,15,2024Fall,2,Excellent,Light,Medium
203018,HIST 1776,The American Revolution 01,HIST,4.44,6.78,12,2023Fall,1,Good,Moderate,Small
203023,ENGLISH 131P,John Milton's Paradise Lost 001,ENGLISH,4.59,5.14,28,2025Spring,3,Excellent,Moderate,Medium
203024,GREEK 1,Introductory Ancient Greek 1 001,GREEK,4.64,6.55,14,2024Fall,3,Excellent,Moderate,Small
203025,LATIN 1,Introductory Latin 1 001,LATIN,4.7,4.1,13,2024Fall,3,Excellent,Moderate,Small
203044,HIST 1008,"One Land, Two Peoples: The Modern History of Israel/Palestine 01",HIST,4.56,6.58,54,2025Spring,1,Excellent,Moderate,Large
203055,ENGLISH 298DH,Methods in the Digital Humanities 001,ENGLISH,4.33,5.8,7,2023Spring,1,Good,Moderate,Small
203059,ENGLISH 160JE,The Joyce Effect 001,ENGLISH,4.77,5.08,18,2024Spring,1,Excellent,Moderate,Medium
203065,ENGLISH 188GF,Global Fictions 001,ENGLISH,4.6,5.5,13,2023Fall,1,Excellent,Moderate,Small
203077,GENED 1022,Vision and Justice: The Art of Race and American Citizenship 001,GENED,4.45,4.54,50,2024Spring,1,Good,Moderate,Medium
203078,HAA 61G,Francisco de Goya 001,HAA,4.78,6.75,14,2022Fall,1,Excellent,Moderate,Small
203081,MCB 112,Biological Sequence Analysis 001,MCB,4.58,11.84,56,2024Fall,2,Excellent,Heavy,Large
203092,COMPLIT 114,Mysticism and Literature SEM,COMPLIT,4.24,4.33,22,2024Fall,1,Good,Moderate,Medium
203101,STAT 109A,Data Science 1: Introduction to Data Science 001,STAT,3.86,9.52,450,2024Fall,3,Satisfactory,Heavy,Large
203102,STAT 109B,Data Science 2: Advanced Topics in Data Science 001,STAT,4.29,11.41,277,2025Spring,3,Good,Heavy,Large
203104,STAT 117,Data Analysis in Modern Biostatistics 001,STAT,4.92,8.45,18,2025Spring,3,Excellent,Heavy,Medium
203128,HISTSCI 1820,An American Way of War: Technology and Warfare 001,HISTSCI,4.5,4.65,30,2024Fall,2,Excellent,Moderate,Medium
203129,GENED 1046,Evolving Morality: From Primordial Soup to Superintelligent Machines 001,GENED,4.28,4.26,171,2025Spring,2,Good,Moderate,Large
203208,NEURO 1202,Modern Neuroanatomy 001,NEURO,4.46,4.55,19,2025Spring,2,Good,Moderate,Medium
203211,PSY 1451,Debugging the Brain: Computational Approaches to Mental Dysfunction 001,PSY,3.67,3.75,8,2022Fall,1,Satisfactory,Light,Small
203227,LATIN 3,Introductory Latin 3 001,LATIN,4.5,5.0,9,2024Fall,3,Excellent,Moderate,Small
203228,LATIN 10,Introduction to Latin Literature 001,LATIN,5.0,3.0,5,2025Spring,4,Excellent,Light,Small
203229,GREEK 3,Introductory Ancient Greek 3 001,GREEK,4.89,4.44,10,2023Fall,1,Excellent,Moderate,Small
203230,GREEK 10,Introduction to Ancient Greek Literature 001,GREEK,4.8,10.0,5,2025Spring,4,Excellent,Heavy,Small
203237,MEDLATIN 10,Introduction to Medieval Latin Literature 001,MEDLATIN,4.75,10.25,6,2025Spring,3,Excellent,Heavy,Small
203240,COMPLIT 244,On Imagination: From Plato to postmodernism SEM,COMPLIT,3.8,7.67,11,2024Spring,1,Satisfactory,Moderate,Small
203245,CELTIC 120,Food and Fantasy in Irish Tradition 001,CELTIC,4.48,2.2,35,2024Spring,1,Good,Light,Medium
203252,MUSIC 179R,Advanced Electronic Music LEC,MUSIC,4.67,6.4,9,2025Spring,1,Excellent,Moderate,Small
203253,LATIN 2,Introductory Latin 2 001,LATIN,4.57,7.5,10,2025Spring,3,Excellent,Moderate,Small
203256,GREEK 2,Introductory Ancient Greek 2 001,GREEK,4.56,6.25,14,2025Spring,3,Excellent,Moderate,Small
203264,ENGLISH CPY,Fiction Writing: Workshop 001,ENGLISH,4.75,3.5,10,2025Spring,4,Excellent,Light,Small
203266,ENGLISH CTV,Writing for Television: Developing the Pilot: Workshop 001,ENGLISH,4.86,9.29,13,2024Fall,2,Excellent,Heavy,Small
203268,FRSEMR 60K,The Grail Quest of Marcel Proust 001,FRSEMR,5.0,2.88,10,2023Spring,1,Excellent,Light,Small
203272,SOCIOL 1186,Refugees in Global Perspective 001,SOCIOL,4.71,5.7,26,2025Spring,2,Excellent,Moderate,Medium
203280,GERMAN 140,"German Social Thought, Nietzsche to Habermas 1",GERMAN,4.56,6.77,42,2023Fall,1,Excellent,Moderate,Medium
203281,GERMAN 291,Questions of Theory 1,GERMAN,4.17,9.58,18,2024Fall,2,Good,Heavy,Medium
203290,HAA 241P,The Diagram Paradigm: Diagrams in Medieval Art and Beyond 001,HAA,4.88,9.0,13,2022Fall,1,Excellent,Heavy,Small
203308,ITAL 245,A Fascist Century 001,ITAL,4.5,6.33,8,2022Fall,1,Excellent,Moderate,Small
203312,AFVS 12,Drawing 1: Drawing as a Visual Language 001,AFVS,4.82,7.45,14,2024Spring,2,Excellent,Moderate,Small
203314,AFVS 14,Making Things [Breaking Things] 1,AFVS,3.71,5.83,16,2023Fall,2,Satisfactory,Moderate,Medium
203325,HIST 2525A,Administrating Differences in Latin America: Historical Approaches 01,HIST,4.75,16.75,8,2024Fall,1,Excellent,Heavy,Small
203329,PHS 2000A,Quantitative Research Methods in Population Health Sciences I 001,PHS,4.18,7.22,42,2024Fall,3,Good,Moderate,Medium
203330,PHS 2000B,Quantitative Research Methods in Population Health Sciences II 001,PHS,4.04,7.17,41,2025Spring,3,Good,Moderate,Medium
203333,SOCIOL 1104,Sociology of Higher Education 001,SOCIOL,5.0,4.31,14,2022Fall,1,Excellent,Moderate,Small
203368,SOCIOL 1131,Philanthropy and the Nonprofit Sector 001,SOCIOL,3.74,4.22,23,2023Spring,1,Satisfactory,Moderate,Medium
203377,YIDDISH 115,"The Yiddish Short Story: Folk Tales, Monologues, and Post-Apocalyptic Parables 001",YIDDISH,4.5,3.0,9,2024Spring,1,Excellent,Light,Small
203381,FRENCH 128,"Growing Pains: Le roman d'apprentissage, l'apprentissage du roman 001",FRENCH,4.88,6.75,9,2022Fall,1,Excellent,Moderate,Small
203385,FRENCH 153,The Contemporary French Novel 001,FRENCH,4.78,7.38,10,2024Fall,1,Excellent,Moderate,Small
203389,FRSEMR 70P,The World of Tomorrow: Constructing and Inhabiting the 21st Century 001,FRSEMR,4.85,2.08,15,2022Fall,1,Excellent,Light,Medium
203424,FRSEMR 50P,"Food, Up Close and Personal 001",FRSEMR,4.55,1.18,12,2022Fall,1,Excellent,Light,Small
203431,PHYSICS 212,Cosmology 001,PHYSICS,4.22,7.33,14,2025Spring,3,Good,Moderate,Small
203440,SOCIOL 1106,Humanitarian Activism and Civil Society 001,SOCIOL,4.33,4.5,19,2025Spring,1,Good,Moderate,Medium
203447,PHIL 177,Educational Justice 001,PHIL,4.75,3.88,12,2023Fall,2,Excellent,Light,Small
203453,PHIL 106,Augustine 000,PHIL,4.09,5.09,13,2024Spring,1,Good,Moderate,Small
203456,PHIL 173X,Practical Reasons 001,PHIL,5.0,5.5,8,2025Spring,1,Excellent,Moderate,Small
203483,GOV 2170,State-Building 001,GOV,4.71,7.5,9,2022Fall,1,Excellent,Moderate,Small
203485,SOCIOL 1182,Law and Society 001,SOCIOL,4.09,5.46,41,2024Fall,2,Good,Moderate,Medium
203500,TDM CAMR,Advanced Playwriting: Workshop 001,TDM,4.5,5.25,11,2025Spring,1,Excellent,Moderate,Small
203501,FYSEMR 60R,The Beginnings Of Business 001,FYSEMR,5.0,1.17,7,2024Spring,2,Excellent,Light,Small
203507,LING 73A,Beginning American Sign Language I 001,LING,4.5,4.76,18,2024Fall,3,Excellent,Moderate,Medium
203512,PHYSICS 264,Lie Algebras in Particle Physics 001,PHYSICS,4.5,9.5,8,2023Spring,1,Excellent,Heavy,Small
203513,LING 73B,Beginning American Sign Language II 003,LING,4.63,3.28,16,2025Spring,3,Excellent,Light,Medium
203546,COMPSCI 1090B,Data Science 2: Advanced Topics in Data Science 001,COMPSCI,4.29,11.41,277,2025Spring,3,Good,Heavy,Large
203547,APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,APCOMP,4.29,11.41,277,2025Spring,3,Good,Heavy,Large
203548,APMTH 231,Decision Theory 001,APMTH,4.39,8.41,24,2024Spring,2,Good,Heavy,Medium
203555,ECON 1057,Game Theory with Applications to Social Behavior 001,ECON,4.39,6.19,29,2024Fall,3,Good,Moderate,Medium
203585,APMTH 158,Introduction to Optimal Control and Estimation 001,APMTH,4.86,6.86,10,2023Fall,1,Excellent,Moderate,Small
203588,HIST-LIT 90CM,Asian American Cultural Studies 001,HIST-LIT,4.88,6.88,9,2024Fall,2,Excellent,Moderate,Small
203602,HISTSCI 3003A,Historiography of the History of Science 001,HISTSCI,4.7,8.14,17,2024Fall,3,Excellent,Heavy,Medium
203603,HISTSCI 3003B,Research Methods and Practices in the History of Science 001,HISTSCI,4.43,7.57,10,2024Spring,1,Good,Moderate,Small
203610,HISTSCI 1829,The World We Made: Technology and Society 001,HISTSCI,4.75,3.88,32,2024Spring,1,Excellent,Light,Medium
203652,CLASPHIL 235,Sappho and her Reception in the Ancient World 001,CLASPHIL,4.82,4.3,21,2025Spring,1,Excellent,Moderate,Medium
203670,MEDVLSTD 109,"Poverty, Wealth, and Religion in the Middle Ages 001",MEDVLSTD,5.0,5.25,6,2025Spring,2,Excellent,Moderate,Small
203866,ECON 980Z,Behavioral Finance 001,ECON,4.8,5.2,14,2025Spring,3,Excellent,Moderate,Small
203888,E-PSCI 10,A Brief History of the Earth 001,E-PSCI,4.34,4.15,48,2024Fall,3,Good,Moderate,Medium
203917,PSY 980JS,But Why?: Ultimate Explanations for the Quirks of the Mind 001,PSY,4.71,3.62,16,2022Fall,1,Excellent,Light,Medium
203921,SOCIOL 3316,Politics and Social Change 001,SOCIOL,5.0,0,7,2024Fall,1,Excellent,Light,Small
204006,SCRB 195,The Translational Science of Stem Cells: Present and Future 001,SCRB,4.31,4.77,17,2024Fall,3,Good,Moderate,Medium
204010,HEB 114,Gut Microbiome and Human Health 001,HEB,5.0,5.2,11,2024Fall,2,Excellent,Moderate,Small
204031,TDM 143,GAGA Movement 001,TDM,4.86,1.72,47,2023Fall,2,Excellent,Light,Medium
204040,CLASPHIL 285,Greek Palaeography 001,CLASPHIL,4.83,5.33,7,2024Fall,1,Excellent,Moderate,Small
204095,MATH ESPA,Emerging Scholars: Problem Solving Exploration 1,MATH,4.67,0.55,20,2022Fall,1,Excellent,Light,Medium
204110,WSTAFRCN AA,Elementary West African Pidgin 001,WSTAFRCN,5.0,2.67,17,2023Fall,2,Excellent,Light,Medium
204172,SOCIOL 1144,Economic Sociology 001,SOCIOL,4.3,4.11,22,2024Spring,2,Good,Moderate,Medium
204358,SCRB 197,Frontiers in Therapeutics 01,SCRB,4.64,4.55,52,2024Fall,2,Excellent,Moderate,Large
204369,PSY 2070,Modern Psychometric Theory and Methods 001,PSY,4.86,3.56,23,2022Fall,1,Excellent,Light,Medium
204396,BCMP 250,Biophysical and Biochemical Mechanisms of Protein Function 001,BCMP,3.31,4.5,24,2025Spring,3,Below Average,Moderate,Medium
204416,GENED 1089,"The Border: Race, Politics, and Health in Modern Mexico 001",GENED,4.4,5.43,176,2024Fall,2,Good,Moderate,Large
204418,MUSIC 20,Opera LEC,MUSIC,4.52,3.89,59,2024Spring,2,Excellent,Light,Large
204421,ECON 1036,The Psychology and Economics of Beliefs 001,ECON,2.8,4.6,6,2023Spring,1,Below Average,Moderate,Small
204433,ECON 1078,Analyzing Education Policy 001,ECON,4.2,4.1,12,2023Fall,2,Good,Moderate,Small
204470,BE 128,Introduction to Biomedical Imaging and Systems 001,BE,4.45,6.1,16,2024Spring,1,Good,Moderate,Medium
204471,ENG-SCI 26,Humanity and its Futures: AI and Human Cognition 001,ENG-SCI,3.92,3.38,34,2025Spring,1,Satisfactory,Light,Medium
204480,SYSBIO 220,Analytical foundations for quantitative biologists 1,SYSBIO,2.0,7.4,10,2023Spring,1,Below Average,Moderate,Small
204539,GOV 2312,Public Opinion 001,GOV,4.67,4.6,9,2023Spring,1,Excellent,Moderate,Small
204928,FRSEMR 61F,"Cartoons, Folklore, and Mythology 001",FRSEMR,4.67,1.4,6,2022Fall,1,Excellent,Light,Small
204955,APPHY 296,Mesoscale and Low Dimensional Devices 001,APPHY,4.77,8.16,43,2025Spring,3,Excellent,Heavy,Medium
204958,GOV 1759,Behavioral Insights and Public Policy: Nudging for Good 001,GOV,4.33,3.16,476,2025Spring,3,Good,Light,Large
204959,GOV 1290,Democracy and Authoritarianism 001,GOV,4.71,7.24,81,2025Spring,2,Excellent,Moderate,Large
204964,COMPSCI 1910,Classics of Computer Science 001,COMPSCI,4.65,4.16,104,2025Spring,3,Excellent,Moderate,Large
204965,ANTHRO 1450,"Water, Infrastructure, and Meaning 001",ANTHRO,4.4,5.33,13,2022Fall,1,Good,Moderate,Small
204966,GENED 1023,"Ignorance, Lies, Hogwash, and Humbug 001",GENED,4.0,3.89,34,2024Spring,2,Good,Light,Medium
204967,MUSIC 97F,Sophomore Tutorial 001,MUSIC,3.4,6.0,6,2024Fall,2,Below Average,Moderate,Small
204972,COMPSCI 1260,Fairness and Privacy: Perspectives from Law and Probability 001,COMPSCI,3.25,11.13,21,2024Fall,3,Below Average,Heavy,Medium
204975,MUSIC 97S,Sophomore Tutorial 001,MUSIC,3.13,4.75,10,2025Spring,1,Below Average,Moderate,Small
204984,JAPNLIT 260,Early Modern Japanese Literature and Culture 01,JAPNLIT,5.0,8.71,9,2024Spring,1,Excellent,Heavy,Small
204985,JAPNLIT 170,Traditional Japanese Literature: From Mythology to (Early) Modernity 01,JAPNLIT,5.0,3.58,25,2023Fall,1,Excellent,Light,Medium
204987,HIST 97L,"""What is Atlantic History?"" 01",HIST,3.17,6.67,8,2023Spring,1,Below Average,Moderate,Small
204989,OEB 58,How to Build an Animal 001,OEB,4.25,4.85,25,2023Fall,2,Good,Moderate,Medium
204991,EAFM 151,Documenting China on Film 01,EAFM,4.75,4.79,28,2023Fall,1,Excellent,Moderate,Medium
205015,SLAVIC 189,"The Other Russia: Twenty-First Century Films, Fictions, States of Mind 1",SLAVIC,4.67,5.0,7,2023Spring,1,Excellent,Moderate,Small
205023,TDM 90AR,TDM Production Studio: Black Girl Nerd 001,TDM,2.75,7.0,11,2024Fall,3,Below Average,Moderate,Small
205031,TDM 90BR,Spring Production Studio 001,TDM,3.17,11.6,18,2025Spring,3,Below Average,Heavy,Medium
205039,SOCIOL 1130,Student Leadership and Service in Higher Education 001,SOCIOL,4.92,4.46,14,2023Spring,1,Excellent,Moderate,Small
205045,COMPLIT 166,"Jews, Humor, and the Politics of Laughter SEM",COMPLIT,3.59,3.25,34,2024Spring,1,Satisfactory,Light,Medium
205046,COMPLIT 296,The Environmental Humanities and New Materialisms: Critical Paths and Trajectories 001,COMPLIT,4.6,8.25,12,2023Spring,1,Excellent,Heavy,Small
205060,PHIL 178Z,Inequality 001,PHIL,4.89,4.92,40,2025Spring,3,Excellent,Moderate,Medium
205076,HIST 1908,Racial Capitalism and the Black Radical Tradition 01,HIST,4.5,10.0,26,2025Spring,1,Excellent,Heavy,Medium
205079,GENED 1015,Ethics of Climate Change 001,GENED,3.81,3.51,92,2024Spring,1,Satisfactory,Light,Large
205086,SLAVIC 175,Between East and West: A Critical Mapping of Polish Culture 1,SLAVIC,4.5,4.8,7,2023Fall,1,Excellent,Moderate,Small
205088,GENED 1044,Deep History 001,GENED,4.3,5.91,36,2024Fall,2,Good,Moderate,Medium
205105,NEURO 120,Introductory Computational Neuroscience 001,NEURO,4.73,5.7,18,2025Spring,3,Excellent,Moderate,Medium
205109,GOV 2749,Political Psychology and International Relations 001,GOV,5.0,10.33,9,2025Spring,1,Excellent,Heavy,Small
205111,LING 73C,Beginning ASL III 001,LING,4.17,3.67,12,2024Fall,2,Good,Light,Small
205113,HIST 1610,"East Asian Environments: China, Japan, Korea 01",HIST,4.07,5.26,34,2023Spring,1,Good,Moderate,Medium
205122,HAA 292,Colonial Art of Mexico and the Andes 001,HAA,4.75,7.5,8,2023Spring,1,Excellent,Moderate,Small
205124,LING 73D,Beginning ASL IV 001,LING,3.67,3.83,8,2025Spring,3,Satisfactory,Light,Small
205147,ENGLISH CAJR,Investigations: Journalism and The 2022 Elections 001,ENGLISH,4.71,4.86,10,2022Fall,1,Excellent,Moderate,Small
205151,ENGLISH CIHR,Reading and Writing the Personal Essay: Workshop 001,ENGLISH,5.0,7.29,12,2024Fall,1,Excellent,Moderate,Small
205152,ENGLISH 110FF,Medieval Fanfiction 001,ENGLISH,4.33,5.09,18,2025Spring,2,Good,Moderate,Medium
205158,MBB 980P,The Role of Music in Health and Education 1,MBB,4.83,5.17,15,2024Fall,3,Excellent,Moderate,Medium
205161,FRENCH 86,Mother Dearest: French and Francophone Writers Confront the Maternal 001,FRENCH,4.84,6.25,23,2023Fall,1,Excellent,Moderate,Medium
205164,SPANSH 81,Table Talk and Food Writing 001,SPANSH,4.64,4.22,15,2023Fall,2,Excellent,Moderate,Medium
205177,FRSEMR 50V,Sea Monsters 001,FRSEMR,4.92,1.82,13,2022Fall,1,Excellent,Light,Small
205179,FYSEMR 70Z,"Regulating Online Conduct: Speech, Privacy, and the Use and Sharing of Content 01",FYSEMR,4.91,3.64,14,2024Fall,2,Excellent,Light,Small
205180,FYSEMR 71C,Law and Social Change: How Reform Movements Leverage the Law 001,FYSEMR,4.22,3.22,12,2025Spring,2,Good,Light,Small
205181,FRSEMR 61U,Reading the Novella: Form and Suspense in Short Fiction 001,FRSEMR,4.73,3.91,12,2022Fall,1,Excellent,Light,Small
205183,AFVS 215,Critical Printing 001,AFVS,4.83,8.2,10,2024Spring,1,Excellent,Heavy,Small
205184,ANTHRO 99A,Thesis Tutorial in Anthropology - Senior Year 001,ANTHRO,4.57,7.25,19,2022Fall,1,Excellent,Moderate,Medium
205185,ANTHRO 99B,Thesis Tutorial in Anthropology - Senior Year 001,ANTHRO,5.0,11.0,6,2025Spring,2,Excellent,Heavy,Small
205193,E-PSCI 120,Introduction to Planetary Sciences 001,E-PSCI,5.0,2.6,5,2024Spring,2,Excellent,Light,Small
205194,E-PSCI 139,Paleoclimate as Prologue 001,E-PSCI,4.0,4.17,8,2024Spring,1,Good,Moderate,Small
205205,SOCIOL 1157,Qualitative Methods in Sociology 001,SOCIOL,4.67,7.17,6,2024Spring,1,Excellent,Moderate,Small
205213,STAT 234,Sequential Decision Making 001,STAT,4.08,5.27,25,2025Spring,2,Good,Moderate,Medium
205241,AFVS 155,Documentary Fictions 1,AFVS,5.0,9.0,10,2024Spring,2,Excellent,Heavy,Small
205257,HIST 1001,The War in Vietnam 01,HIST,4.56,6.26,38,2024Fall,1,Excellent,Moderate,Medium
205259,HISTSCI 1228,The Century of Physics 001,HISTSCI,4.7,6.3,11,2023Spring,1,Excellent,Moderate,Small
205260,ROM-STD 201,Questions of Theory 001,ROM-STD,4.17,9.58,18,2024Fall,3,Good,Heavy,Medium
